Prod_year,Engine_volume,Mileage,Cylinders,Airbags,Manufacturer,Model,Category,Fuel_type,Gear_box_type,Drive_wheels,Doors,Color,Leather_interior,Wheel,Turbo
2001,2.2,295000.0,4.0,6,MERCEDES-BENZ,E 220,Sedan,Diesel,Manual,Rear,04-May,Silver,No,Left wheel,False
2016,1.8,47422.0,4.0,12,HYUNDAI,Elantra,Sedan,Petrol,Automatic,Front,04-May,Black,Yes,Left wheel,False
2009,1.3,192000.0,4.0,12,HONDA,Insight EX,Sedan,Petrol,Tiptronic,Front,04-May,Grey,No,Left wheel,False
2016,2.0,59000.0,4.0,4,HYUNDAI,Santa FE,Jeep,Diesel,Automatic,Front,04-May,Grey,Yes,Left wheel,False
2015,2.4,111746.0,4.0,0,KIA,Optima,Sedan,Petrol,Automatic,Front,04-May,White,No,Left wheel,False
2016,2.0,161600.0,4.0,11,HYUNDAI,Elantra,Sedan,Petrol,Tiptronic,Front,04-May,White,No,Left wheel,False
2011,1.4,288778.0,4.0,12,CHEVROLET,Volt,Hatchback,Hybrid,Automatic,Front,04-May,Black,Yes,Left wheel,False
2016,2.0,139813.4572263688,4.0,12,HYUNDAI,Elantra,Sedan,Petrol,Tiptronic,Front,04-May,White,No,Left wheel,False
1999,1.7,111111.0,4.0,0,VAZ,2121 (Niva),Jeep,CNG,Manual,4x4,02-Mar,Purple,No,Left wheel,False
2013,1.5,73938.0,4.0,4,TOYOTA,Aqua,Hatchback,Petrol,Automatic,Front,04-May,Red,Yes,Left wheel,False
2007,1.9,1000.0,4.0,6,OPEL,Astra,Goods wagon,Diesel,Manual,Front,04-May,Silver,No,Left wheel,False
1999,2.0,300000.0,6.0,6,BMW,520,Sedan,Petrol,Manual,Rear,04-May,Black,No,Left wheel,False
2012,1.5,142000.0,4.0,8,HONDA,Civic,Sedan,Hybrid,Automatic,Front,04-May,White,Yes,Left wheel,False
1989,3.0,367000.0,6.0,0,MERCEDES-BENZ,E 300,Sedan,Petrol,Automatic,Rear,04-May,Grey,No,Left wheel,False
2014,1.4,133195.0,4.0,0,CHEVROLET,Volt,Jeep,Hybrid,Automatic,Front,04-May,Black,Yes,Left wheel,False
2018,1.5,51050.0,4.0,12,GMC,TERRAIN,Sedan,Petrol,Automatic,Front,04-May,Blue,Yes,Left wheel,False
1995,1.8,100000.0,4.0,0,VOLKSWAGEN,Vento,Sedan,Petrol,Manual,Front,04-May,Green,No,Left wheel,False
2000,1.6,146391.0,4.0,2,VOLKSWAGEN,Golf,Coupe,Petrol,Manual,Front,02-Mar,Silver,No,Left wheel,False
2011,1.8,130000.0,4.0,4,TOYOTA,Prius,Sedan,Hybrid,Variator,Front,04-May,White,No,Right-hand drive,False
2011,1.6,123593.0,4.0,4,HYUNDAI,Elantra,Sedan,Petrol,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2018,2.4,52710.0,4.0,12,KIA,Optima,Sedan,Petrol,Automatic,Front,04-May,Blue,Yes,Left wheel,False
2011,1.6,119921.0,4.0,4,HYUNDAI,Elantra,Sedan,Petrol,Automatic,Front,04-May,Grey,Yes,Left wheel,False
2016,3.0,59099.0,6.0,0,MERCEDES-BENZ,GLE 350,Jeep,Petrol,Automatic,4x4,04-May,White,Yes,Left wheel,False
2014,1.8,110685.0,4.0,12,HYUNDAI,Elantra,Sedan,Petrol,Automatic,Front,04-May,White,Yes,Left wheel,False
2015,3.0,264014.0,6.0,0,AUDI,Q7,Jeep,Petrol,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2003,3.2,153000.0,6.0,10,MERCEDES-BENZ,E 320,Sedan,Petrol,Automatic,Rear,04-May,Silver,Yes,Right-hand drive,False
2014,4.4,84341.0,8.0,12,BMW,M6,Sedan,Petrol,Automatic,Rear,04-May,Orange,Yes,Left wheel,False
2012,1.2,69000.0,4.0,6,NISSAN,Note,Hatchback,Petrol,Automatic,Front,04-May,Black,No,Right-hand drive,False
2008,0.7,67000.0,4.0,4,DAIHATSU,Terios,Jeep,Petrol,Manual,4x4,04-May,Black,No,Right-hand drive,True
2010,1.8,0.0,4.0,12,TOYOTA,Corolla,Sedan,Petrol,Automatic,Front,04-May,Grey,Yes,Left wheel,False
2012,1.5,176000.0,4.0,6,TOYOTA,Prius C,Hatchback,Hybrid,Automatic,Front,04-May,White,No,Left wheel,False
2014,1.4,133195.0,4.0,0,CHEVROLET,Volt,Jeep,Hybrid,Automatic,Front,04-May,Black,Yes,Left wheel,False
2019,2.4,18206.0,4.0,12,KIA,Sportage,Jeep,Petrol,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2013,2.5,232032.0,4.0,12,TOYOTA,Camry,Sedan,Hybrid,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2014,2.0,430076.0,4.0,4,HYUNDAI,Sonata,Sedan,LPG,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2018,2.0,25850.0,4.0,12,TOYOTA,CHR,Jeep,Petrol,Automatic,Front,04-May,Grey,Yes,Left wheel,False
2010,2.4,130000.0,4.0,6,MITSUBISHI,Outlander,Jeep,Petrol,Automatic,4x4,04-May,Silver,No,Left wheel,False
2013,1.8,100000.0,4.0,8,TOYOTA,Prius,Sedan,Hybrid,Variator,Front,04-May,White,Yes,Left wheel,False
2007,1.0,11111.0,3.0,4,TOYOTA,Vitz,Sedan,Petrol,Automatic,Front,04-May,Silver,No,Right-hand drive,False
1996,1.7,0.0,4.0,2,VOLKSWAGEN,Golf 3,Goods wagon,Diesel,Manual,Front,04-May,White,No,Left wheel,True
1999,1.6,167000.0,4.0,2,OPEL,Astra,Coupe,Petrol,Manual,Front,02-Mar,Black,No,Left wheel,False
2015,2.5,66000.0,4.0,12,TOYOTA,Avalon,Sedan,Hybrid,Automatic,Front,04-May,Black,Yes,Left wheel,False
2007,3.0,385000.0,4.0,6,MERCEDES-BENZ,E 320,Sedan,Diesel,Automatic,Rear,04-May,Silver,Yes,Left wheel,False
2017,3.5,174827.0,6.0,12,TOYOTA,Tacoma,Sedan,Petrol,Automatic,4x4,04-May,Silver,Yes,Left wheel,False
2012,2.5,169600.0,5.0,8,VOLKSWAGEN,Jetta,Sedan,LPG,Automatic,Front,04-May,Black,Yes,Left wheel,False
1992,2.5,111111.0,4.0,2,MITSUBISHI,Pajero 2.5diezel,Jeep,Diesel,Automatic,4x4,04-May,Black,No,Left wheel,True
2004,1.5,178000.0,4.0,2,TOYOTA,Vitz,Sedan,Petrol,Automatic,Front,04-May,Silver,No,Left wheel,False
2016,3.0,190330.0,6.0,12,LAND ROVER,Range Rover,Jeep,Diesel,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2008,1.3,155000.0,4.0,4,HONDA,FIT,Hatchback,Petrol,Variator,Front,04-May,Black,Yes,Right-hand drive,False
2014,1.8,112000.0,4.0,12,TOYOTA,Prius,Hatchback,Hybrid,Automatic,Front,04-May,White,No,Left wheel,False
2015,2.5,91174.0,4.0,0,TOYOTA,RAV 4,Jeep,Petrol,Automatic,4x4,04-May,Silver,Yes,Left wheel,False
1992,2.5,0.0,4.0,0,FORD,Transit,Microbus,Diesel,Manual,Rear,04-May,White,No,Left wheel,False
2012,1.8,373634.0,4.0,12,TOYOTA,Prius,Hatchback,Hybrid,Automatic,Front,04-May,White,Yes,Left wheel,False
2011,2.5,20480.0,4.0,7,TOYOTA,Camry,Sedan,Petrol,Tiptronic,Front,04-May,Blue,No,Left wheel,False
2014,1.5,114000.0,4.0,8,HONDA,FIT,Hatchback,Hybrid,Automatic,Front,04-May,White,No,Right-hand drive,False
2005,2.0,170000.0,4.0,4,FORD,Transit,Goods wagon,Diesel,Manual,Front,02-Mar,White,No,Left wheel,True
2015,2.0,571115.0,4.0,4,HYUNDAI,Sonata,Sedan,LPG,Automatic,Front,04-May,Orange,Yes,Left wheel,False
2013,1.8,65000.0,4.0,8,TOYOTA,Prius s,Sedan,Hybrid,Variator,Front,04-May,Silver,No,Right-hand drive,False
2014,2.0,124493.0,4.0,0,FORD,Fusion,Sedan,Hybrid,Automatic,Front,04-May,White,Yes,Left wheel,False
2010,2.4,128000.0,4.0,12,SUZUKI,Kizashi,Sedan,Petrol,Tiptronic,4x4,04-May,Sky blue,No,Left wheel,False
2010,2.0,111293.0,4.0,4,HYUNDAI,Sonata,Sedan,Petrol,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2015,2.0,150881.0,4.0,4,HYUNDAI,Tucson,Jeep,Diesel,Automatic,Front,04-May,White,Yes,Left wheel,False
2014,2.5,154154.0,4.0,4,HYUNDAI,H1,Minivan,Diesel,Automatic,Front,04-May,Black,Yes,Left wheel,False
2010,1.8,141000.0,4.0,12,TOYOTA,Prius,Hatchback,Hybrid,Automatic,Front,04-May,Black,No,Left wheel,False
2010,2.2,70338.0,4.0,4,HYUNDAI,Santa FE,Jeep,Diesel,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2012,2.0,144000.0,4.0,10,BMW,328,Sedan,Petrol,Tiptronic,Rear,04-May,Black,Yes,Left wheel,True
2015,4.6,188078.0,8.0,0,LEXUS,GX 460,Jeep,Petrol,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2001,3.0,158000.0,6.0,4,MITSUBISHI,Delica,Minivan,Petrol,Automatic,4x4,04-May,White,No,Right-hand drive,False
2016,2.5,79911.0,4.0,4,HYUNDAI,H1,Minivan,Diesel,Automatic,Front,04-May,Black,Yes,Left wheel,False
2010,4.0,190000.0,6.0,8,NISSAN,X-Terra,Jeep,Petrol,Automatic,4x4,04-May,Grey,No,Left wheel,False
1993,4.2,126000.0,6.0,0,TOYOTA,Land Cruiser,Jeep,Diesel,Manual,4x4,04-May,Green,Yes,Left wheel,False
2013,2.4,103929.0,4.0,4,HONDA,Civic,Coupe,Petrol,Automatic,Front,04-May,Blue,Yes,Left wheel,False
2014,3.0,141384.0,6.0,0,BMW,X5,Jeep,Diesel,Automatic,4x4,04-May,Blue,Yes,Left wheel,False
2011,2.0,72366.0,4.0,4,HYUNDAI,Santa FE,Jeep,Diesel,Automatic,Front,04-May,White,Yes,Left wheel,False
2019,1.5,74000.0,8.0,9,FORD,Escape,Jeep,Petrol,Tiptronic,Front,04-May,Grey,No,Left wheel,False
2004,2.0,300000.0,4.0,8,SKODA,Octavia,Sedan,Diesel,Manual,Front,04-May,Black,No,Left wheel,True
2014,2.0,77000.0,4.0,10,MITSUBISHI,Outlander SPORT,Jeep,Petrol,Tiptronic,4x4,04-May,Black,No,Left wheel,False
2016,2.5,104697.0,4.0,4,HYUNDAI,H1,Minivan,Diesel,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2014,2.0,186048.0,4.0,0,FORD,Fusion,Sedan,Hybrid,Automatic,Front,04-May,Black,Yes,Left wheel,False
2010,2.0,47221.0,4.0,4,DAEWOO,Lacetti,Sedan,Diesel,Automatic,Front,04-May,Black,Yes,Left wheel,False
2013,2.0,210768.0,4.0,4,HYUNDAI,Santa FE,Jeep,Diesel,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2011,1.3,150000.0,4.0,2,HONDA,FIT HYBRYD,Hatchback,Hybrid,Automatic,Front,04-May,White,No,Right-hand drive,False
2011,2.5,105632.0,6.0,6,TOYOTA,Camry,Sedan,Petrol,Tiptronic,Front,04-May,Grey,No,Left wheel,False
2016,2.0,146358.0,4.0,4,HYUNDAI,Santa FE,Jeep,Diesel,Automatic,Front,04-May,Grey,Yes,Left wheel,False
2014,2.0,353049.0,4.0,4,HYUNDAI,Sonata,Sedan,LPG,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2012,4.7,110000.0,8.0,12,MERCEDES-BENZ,CLS 550,Coupe,Petrol,Automatic,4x4,04-May,Black,Yes,Left wheel,True
2016,2.0,43000.0,4.0,4,HYUNDAI,Sonata,Sedan,Petrol,Automatic,Front,04-May,White,Yes,Left wheel,False
2011,2.2,244538.0,4.0,4,HYUNDAI,Santa FE,Jeep,Diesel,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2010,2.0,124289.0,4.0,4,HYUNDAI,Tucson,Jeep,Diesel,Automatic,Front,04-May,Grey,Yes,Left wheel,False
2014,2.0,162032.0,4.0,0,AUDI,A4,Sedan,Petrol,Automatic,Front,04-May,Black,Yes,Left wheel,False
2010,1.3,187312.0,4.0,0,HONDA,Insight,Hatchback,Hybrid,Automatic,Front,04-May,Blue,Yes,Left wheel,False
2013,2.5,190549.0,4.0,12,TOYOTA,Camry,Sedan,Hybrid,Automatic,Front,04-May,Black,Yes,Left wheel,False
2014,2.0,186048.0,4.0,0,FORD,Fusion,Sedan,Hybrid,Automatic,Front,04-May,Black,Yes,Left wheel,False
2009,2.0,183222.0,4.0,4,HYUNDAI,Genesis,Coupe,Petrol,Automatic,Front,04-May,White,Yes,Left wheel,False
2013,4.6,202651.0,8.0,0,LEXUS,GX 470,Jeep,Petrol,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2001,2.0,183000.0,4.0,4,MERCEDES-BENZ,C 200 2.0,Coupe,Petrol,Tiptronic,Rear,02-Mar,Black,No,Right-hand drive,False
2016,3.0,49499.0,6.0,0,MERCEDES-BENZ,GLE 350,Jeep,Petrol,Automatic,4x4,04-May,Silver,Yes,Left wheel,False
2003,1.5,0.0,4.0,4,HONDA,FIT,Hatchback,Petrol,Automatic,Front,04-May,Silver,No,Right-hand drive,False
2019,3.5,18555.0,6.0,12,TOYOTA,Tacoma,Sedan,Petrol,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2012,2.5,97627.0,4.0,12,NISSAN,Altima,Sedan,Petrol,Automatic,Front,04-May,Black,Yes,Left wheel,False
2007,3.5,162000.0,6.0,8,MERCEDES-BENZ,CLK 350,Coupe,Petrol,Automatic,Rear,02-Mar,Silver,Yes,Left wheel,False
2011,1.6,104090.0,4.0,4,HYUNDAI,Elantra,Sedan,Petrol,Automatic,Front,04-May,White,Yes,Left wheel,False
2017,1.8,39000.0,4.0,12,VOLKSWAGEN,Passat,Sedan,Petrol,Automatic,Front,04-May,Golden,Yes,Left wheel,True
2010,1.3,138000.0,4.0,7,HONDA,FIT S,Hatchback,Petrol,Automatic,4x4,04-May,Silver,No,Right-hand drive,False
2006,2.4,184000.0,4.0,6,TOYOTA,Camry,Sedan,Petrol,Automatic,Front,04-May,Black,No,Left wheel,False
2013,2.4,101037.0,4.0,12,KIA,Optima,Sedan,Petrol,Tiptronic,Front,04-May,Carnelian red,Yes,Left wheel,False
2013,2.0,145000.0,4.0,8,FORD,Focus,Sedan,Hybrid,Tiptronic,Front,04-May,Grey,Yes,Left wheel,False
2013,2.5,225510.0,4.0,12,TOYOTA,Camry,Sedan,Hybrid,Automatic,Front,04-May,White,Yes,Left wheel,False
2018,5.7,91843.0,8.0,12,DODGE,Ramcharger,Sedan,Petrol,Automatic,Rear,04-May,Black,Yes,Left wheel,False
1997,1.6,212000.0,4.0,2,VOLKSWAGEN,Polo,Hatchback,Petrol,Automatic,Front,04-May,Blue,No,Left wheel,False
2010,1.8,147000.0,4.0,10,TOYOTA,Prius,Sedan,Hybrid,Automatic,Front,04-May,Black,Yes,Left wheel,False
2015,2.0,20000.0,4.0,12,MAZDA,CX-3,Hatchback,Petrol,Tiptronic,Front,04-May,Black,No,Left wheel,False
2014,2.5,128000.0,4.0,4,HYUNDAI,H1,Minivan,Diesel,Automatic,Front,04-May,Grey,Yes,Left wheel,False
2017,1.4,148800.0,4.0,12,CHEVROLET,Cruze,Sedan,Petrol,Tiptronic,Front,04-May,Red,Yes,Left wheel,True
2016,2.0,59515.0,4.0,4,HYUNDAI,Santa FE,Jeep,Diesel,Automatic,Front,04-May,Blue,Yes,Left wheel,False
2010,1.3,210758.0,4.0,0,HONDA,Insight,Hatchback,Hybrid,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2007,1.5,120000.0,4.0,6,TOYOTA,Prius,Sedan,Hybrid,Automatic,Front,04-May,Grey,No,Left wheel,False
2012,1.8,114776.0,4.0,12,CHEVROLET,Cruze,Sedan,Petrol,Automatic,Front,04-May,Black,Yes,Left wheel,False
2013,2.0,43000.0,4.0,4,HYUNDAI,Santa FE,Jeep,Diesel,Automatic,Front,04-May,White,Yes,Left wheel,False
2011,1.3,160000.0,4.0,4,HONDA,Insight,Hatchback,Hybrid,Automatic,Front,04-May,White,No,Left wheel,False
2013,3.0,100000.0,10.0,12,LEXUS,ES 300,Sedan,Hybrid,Automatic,Front,04-May,Black,Yes,Left wheel,False
2013,3.0,301707.0,6.0,0,AUDI,A7,Hatchback,Petrol,Automatic,4x4,04-May,Grey,Yes,Left wheel,False
1999,2.5,241000.0,4.0,2,FORD,Transit,Microbus,Diesel,Manual,Rear,02-Mar,White,No,Left wheel,False
2015,3.5,79080.0,6.0,12,MERCEDES-BENZ,ML 350,Jeep,Diesel,Automatic,4x4,04-May,Grey,Yes,Left wheel,False
2012,2.0,93900.0,4.0,4,SUZUKI,SX4,Sedan,Petrol,Tiptronic,Front,04-May,Silver,No,Left wheel,False
2009,2.5,335000.0,5.0,6,VOLKSWAGEN,Crafter,Microbus,Diesel,Manual,Rear,04-May,Beige,No,Left wheel,True
2010,1.3,245070.0,4.0,0,HONDA,Insight,Hatchback,Hybrid,Automatic,Front,04-May,White,Yes,Left wheel,False
2012,3.0,168176.0,6.0,12,AUDI,A6,Sedan,Petrol,Automatic,4x4,04-May,Brown,Yes,Left wheel,False
2011,1.8,121000.0,4.0,7,TOYOTA,Prius,Hatchback,Hybrid,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2014,2.0,186048.0,4.0,0,FORD,Fusion,Sedan,Hybrid,Automatic,Front,04-May,Black,Yes,Left wheel,False
2012,3.0,271701.0,6.0,12,MERCEDES-BENZ,ML 350,Jeep,Diesel,Automatic,4x4,04-May,White,Yes,Left wheel,False
1998,1.6,30000.0,4.0,2,OPEL,Vectra,Sedan,CNG,Manual,Front,04-May,White,No,Left wheel,False
2010,2.4,198000.0,4.0,2,FORD,Transit,Goods wagon,Diesel,Manual,Rear,04-May,White,No,Left wheel,True
2016,1.6,48910.0,4.0,4,SSANGYONG,Actyon,Jeep,Diesel,Automatic,Front,04-May,White,Yes,Left wheel,False
2016,1.6,23767.0,4.0,4,SSANGYONG,Actyon,Jeep,Diesel,Automatic,Front,04-May,Black,Yes,Left wheel,False
2010,1.6,104282.0,4.0,4,HYUNDAI,Elantra,Sedan,Petrol,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2006,2.2,200000.0,6.0,3,MERCEDES-BENZ,Vito,Microbus,Diesel,Manual,Rear,02-Mar,Grey,No,Left wheel,True
2010,1.8,170000.0,4.0,12,TOYOTA,Prius,Sedan,Hybrid,Variator,Front,04-May,Black,No,Left wheel,False
2011,2.0,134797.0,4.0,4,HYUNDAI,Tucson,Jeep,Diesel,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2017,3.5,21261.0,6.0,12,LEXUS,IS 300,Sedan,Petrol,Automatic,4x4,04-May,Grey,Yes,Left wheel,False
2011,1.7,117000.0,4.0,6,MERCEDES-BENZ,B 180,Universal,Petrol,Automatic,Front,04-May,Black,No,Right-hand drive,False
2017,2.5,72000.0,6.0,8,TOYOTA,Camry,Sedan,Petrol,Tiptronic,Front,04-May,Black,Yes,Left wheel,False
2014,3.5,95987.0,6.0,12,MERCEDES-BENZ,E 350,Sedan,Diesel,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2012,2.4,88000.0,4.0,4,JEEP,Compass,Jeep,Petrol,Automatic,Front,04-May,Grey,Yes,Left wheel,False
2012,4.6,0.0,8.0,12,MERCEDES-BENZ,CLS 550,Sedan,Petrol,Automatic,4x4,04-May,Black,Yes,Left wheel,False
1999,1.8,195000.0,4.0,2,MITSUBISHI,Pajero IO,Jeep,Petrol,Automatic,4x4,02-Mar,Silver,No,Left wheel,False
2011,2.4,0.0,4.0,0,HYUNDAI,Sonata,Sedan,Hybrid,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2012,2.0,160000.0,4.0,4,CHEVROLET,Orlando,Jeep,Diesel,Automatic,Front,04-May,Grey,Yes,Left wheel,False
2015,2.0,145572.0,4.0,4,SSANGYONG,Korando,Jeep,Diesel,Automatic,Front,04-May,Black,Yes,Left wheel,False
2012,4.6,150909.0,8.0,0,LEXUS,GX 460,Jeep,Petrol,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2018,1.6,30084.0,4.0,4,SSANGYONG,Actyon,Jeep,Petrol,Automatic,Front,04-May,Blue,Yes,Left wheel,False
2013,4.0,239342.0,6.0,12,TOYOTA,Tacoma,Jeep,Petrol,Automatic,4x4,04-May,Silver,Yes,Left wheel,False
2001,2.6,0.0,6.0,8,MERCEDES-BENZ,C 240,Sedan,Petrol,Tiptronic,Rear,04-May,Silver,Yes,Left wheel,False
2018,5.0,39576.0,8.0,12,FORD,Mustang,Jeep,Petrol,Automatic,Rear,04-May,Black,Yes,Left wheel,False
2005,1.5,158000.0,4.0,6,NISSAN,Note,Hatchback,Petrol,Automatic,Front,04-May,Black,No,Right-hand drive,False
2004,2.3,218194.0,4.0,8,MAZDA,Atenza,Sedan,Petrol,Automatic,Front,04-May,Silver,No,Right-hand drive,False
2011,1.8,63500.0,4.0,0,TOYOTA,Prius,Sedan,Hybrid,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2012,2.5,111763.0,4.0,0,TOYOTA,Camry,Sedan,Petrol,Automatic,Front,04-May,White,No,Left wheel,False
2018,4.0,58971.0,6.0,12,TOYOTA,4Runner,Jeep,Petrol,Automatic,4x4,04-May,Silver,Yes,Left wheel,False
2012,2.5,204579.0,4.0,0,SUBARU,Forester,Jeep,Petrol,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2015,4.6,102907.0,8.0,0,LEXUS,GX 460,Jeep,Petrol,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2012,1.6,115444.0,4.0,4,HYUNDAI,Elantra,Sedan,Petrol,Automatic,Front,04-May,White,Yes,Left wheel,False
2016,2.0,75540.0,4.0,4,HYUNDAI,Santa FE,Jeep,Diesel,Automatic,Front,04-May,White,Yes,Left wheel,False
2015,2.0,0.0,4.0,12,MERCEDES-BENZ,GLA 250,Jeep,Petrol,Automatic,4x4,04-May,White,Yes,Left wheel,False
2012,3.0,160000.0,6.0,16,MERCEDES-BENZ,C 300,Sedan,Petrol,Tiptronic,4x4,04-May,Silver,Yes,Left wheel,False
2015,2.5,47128.0,4.0,8,TOYOTA,Camry SE,Sedan,Petrol,Automatic,Front,04-May,Black,Yes,Left wheel,False
2016,3.0,84110.0,6.0,12,LAND ROVER,Range Rover,Jeep,Diesel,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2018,2.0,18918.0,4.0,6,LEXUS,NX 300,Jeep,Petrol,Tiptronic,Front,04-May,Black,Yes,Left wheel,True
2012,3.0,145227.0,6.0,12,MERCEDES-BENZ,ML 350,Jeep,Diesel,Automatic,4x4,04-May,Grey,Yes,Left wheel,False
2012,1.6,68976.0,4.0,4,HYUNDAI,Elantra,Sedan,Petrol,Automatic,Front,04-May,White,Yes,Left wheel,False
2007,5.5,136851.0,8.0,8,MERCEDES-BENZ,CLS 55 AMG,Sedan,Petrol,Tiptronic,Rear,04-May,Black,Yes,Left wheel,False
2018,2.0,41895.0,4.0,4,HYUNDAI,Sonata,Sedan,Petrol,Automatic,Front,04-May,White,Yes,Left wheel,False
2008,3.5,364523.0,6.0,12,LEXUS,RX 400,Jeep,Hybrid,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2017,1.6,70087.0,4.0,4,SSANGYONG,Actyon,Jeep,Petrol,Automatic,Front,04-May,Blue,Yes,Left wheel,False
2017,1.4,46053.0,4.0,12,CHEVROLET,Cruze,Hatchback,Petrol,Automatic,Front,04-May,Red,Yes,Left wheel,False
2014,2.0,679836.0,4.0,4,HYUNDAI,Sonata,Sedan,LPG,Automatic,Front,04-May,Orange,Yes,Left wheel,False
2013,2.4,97907.0,4.0,4,CHEVROLET,Malibu,Sedan,Petrol,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2012,2.4,226814.0,4.0,0,HYUNDAI,Sonata,Sedan,Hybrid,Automatic,Front,04-May,Black,Yes,Left wheel,False
2014,2.0,70000.0,4.0,10,BMW,528,Sedan,Petrol,Tiptronic,Rear,>5,Black,Yes,Left wheel,True
2011,1.8,308501.0,4.0,12,HYUNDAI,Elantra,Sedan,Petrol,Automatic,Front,04-May,Blue,Yes,Left wheel,False
2018,2.5,22000.0,4.0,12,TOYOTA,Camry,Sedan,Petrol,Tiptronic,Front,04-May,Black,Yes,Left wheel,False
2010,3.5,205968.0,6.0,12,MERCEDES-BENZ,E 350,Sedan,Petrol,Automatic,4x4,04-May,White,Yes,Left wheel,False
2014,1.8,147349.0,4.0,12,CHEVROLET,Cruze,Sedan,Petrol,Automatic,Front,04-May,Black,Yes,Left wheel,False
2015,2.0,99200.0,4.0,12,HYUNDAI,Sonata,Sedan,Petrol,Automatic,Front,04-May,Black,Yes,Left wheel,True
2017,1.6,80425.0,4.0,4,SSANGYONG,Actyon,Jeep,Petrol,Automatic,Front,04-May,White,Yes,Left wheel,False
2015,2.0,102000.0,4.0,10,FORD,Focus TITANIUM,Sedan,Petrol,Tiptronic,Front,04-May,Grey,Yes,Left wheel,False
2016,2.2,113321.0,4.0,4,HYUNDAI,Santa FE,Jeep,Diesel,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2012,2.0,97000.0,4.0,8,MITSUBISHI,Outlander,Jeep,Petrol,Tiptronic,4x4,04-May,Blue,Yes,Left wheel,False
2014,2.5,109798.0,4.0,12,TOYOTA,Camry,Sedan,Hybrid,Automatic,Front,04-May,White,Yes,Left wheel,False
2014,1.5,60000.0,4.0,12,TOYOTA,Prius C,Hatchback,Hybrid,Automatic,Front,04-May,Grey,No,Left wheel,False
2008,3.0,278000.0,4.0,6,MITSUBISHI,Pajero,Jeep,Petrol,Automatic,4x4,04-May,Silver,Yes,Left wheel,False
2009,2.5,164600.0,4.0,10,FORD,Escape,Jeep,Hybrid,Automatic,Front,04-May,Grey,Yes,Left wheel,False
2014,2.0,292097.0,4.0,4,CHEVROLET,Cruze,Sedan,Diesel,Automatic,Front,04-May,White,Yes,Left wheel,False
2014,2.0,71000.0,4.0,12,AUDI,Q5,Jeep,Petrol,Automatic,4x4,04-May,Grey,Yes,Left wheel,True
2013,1.2,89542.0,4.0,4,NISSAN,March,Hatchback,Petrol,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2010,6.2,274771.0,8.0,12,MERCEDES-BENZ,E 350,Sedan,Diesel,Automatic,Rear,04-May,White,Yes,Left wheel,False
2012,2.0,225307.0,4.0,12,KIA,Avella,Sedan,Petrol,Automatic,Front,04-May,Grey,Yes,Left wheel,False
2011,2.5,237853.0,4.0,4,HYUNDAI,H1,Universal,Diesel,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2015,1.6,33215.0,4.0,8,NISSAN,Juke,Jeep,Petrol,Automatic,4x4,04-May,Carnelian red,No,Left wheel,True
2015,4.6,102907.0,8.0,0,LEXUS,GX 460,Jeep,Petrol,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2012,1.8,197619.0,4.0,0,TOYOTA,Prius,Hatchback,Hybrid,Automatic,Front,04-May,Grey,No,Left wheel,False
2011,2.0,103000.0,4.0,12,MITSUBISHI,Outlander,Jeep,Petrol,Tiptronic,4x4,04-May,Sky blue,No,Left wheel,False
2013,2.7,397915.0,4.0,12,TOYOTA,Tacoma,Jeep,Petrol,Automatic,Rear,04-May,White,Yes,Left wheel,False
2011,2.0,181727.0,4.0,4,SSANGYONG,Actyon,Jeep,Diesel,Automatic,Front,04-May,White,Yes,Left wheel,False
